SubjectId,WP_coif1_aah_mean,WP_coif1_aav_mean,WP_coif1_aad_mean,WP_coif1_aad_std,WP_coif1_aha_mean,WP_coif1_ahv_mean,WP_coif1_ahv_std,WP_coif1_ahd_std,WP_coif1_ava_mean,WP_coif1_ada_mean,WP_coif1_adv_std,WP_coif1_add_std,WP_coif1_haa_mean,WP_coif1_hav_mean,WP_coif1_had_std,WP_coif1_hhv_std,WP_coif1_hhd_std,WP_coif1_hva_mean,WP_coif1_hva_std,WP_coif1_hvh_std,WP_coif1_hvv_std,WP_coif1_hvd_std,WP_coif1_hdv_std,WP_coif1_hdd_std,WP_coif1_vaa_mean,WP_coif1_vha_mean,task_1_label,task_2_label
case_00012,0.37289033761223045,0.23949614109740314,0.11666031330588736,0.1852655540892115,0.12122441163030072,0.04435273305838185,0.06264556725967203,0.09664404248723368,0.12516440025332853,0.03336776416065255,0.061671945880908394,0.09319805711802813,0.0430907858887025,0.020244652881120193,0.03483495980052257,0.048495248929148804,0.04219385389435232,0.015550311514447924,0.020578804058119127,0.028429453996170022,0.025371803077983885,0.03571378232624454,0.045327818561539,0.04197041058384875,0.04260593021090152,0.022210274028082625,1,4
case_00013,0.2071488780419041,0.15452969865775906,0.0854330669941661,0.16245712548620028,0.07239787787846856,0.04046732682200078,0.07616161665832413,0.09951025167094583,0.05221444076390036,0.023091670510099915,0.052579648025520245,0.07365689679936088,0.029574158096886197,0.020124133673754627,0.03536171163261598,0.04190156685726406,0.040850440794497574,0.013124111195390035,0.019358637790957787,0.020662916510521833,0.022725571114374343,0.03045705925484725,0.04039583657318875,0.03104427344837474,0.022377126583055667,0.012607554876748205,0,1
case_00014,0.25250222700576846,0.17862391020483262,0.08966667445256432,0.1566368255064914,0.11769015193906072,0.04263326195577513,0.06811910026166763,0.10761747126747652,0.08546742909727911,0.03155470434863554,0.053167086319720225,0.08266804886839149,0.03987416008775388,0.019914633693663288,0.042217830532015166,0.0550121775878565,0.04954001053281698,0.0176841500961934,0.02576419268402906,0.03168694081973343,0.02634066285103044,0.03814993378230644,0.04737407113045836,0.03978190744520998,0.03290280648827535,0.01975015447152638,0,1
case_00015,0.23325285856841793,0.134446726941808,0.08888741025130897,0.14423354906416583,0.09338280144383324,0.041746105019329176,0.06580619777259127,0.10033072478443136,0.061202657729822106,0.02687640859011257,0.04558862478987465,0.0654073924844369,0.03900320242848975,0.01898165990830259,0.03481254973327495,0.048138455047061296,0.04787383270441718,0.015608015303318411,0.02138649062752079,0.02257645025832445,0.021378822115937876,0.028908194927050577,0.04378075557629062,0.03571843508306356,0.024953251319146174,0.012474118933479529,0,1
case_00017,0.36724402512604787,0.22099211869095567,0.10925557461734532,0.187025508444728,0.1227310596599871,0.04083974799098228,0.06278238392165691,0.10505707199571748,0.1127658960881806,0.03281769091857679,0.05851715479122626,0.08745833947155747,0.048667392394284414,0.017248643520763766,0.035548613727753246,0.0457688230734667,0.03874293404176806,0.014347285747292833,0.0196609218523306,0.030995186863933995,0.01988557317217343,0.031786236626269455,0.04817226223422342,0.03385590024544017,0.037204339927647156,0.020171079563200193,0,0
case_00019,0.28021913477231747,0.22315161253111543,0.12297305423758749,0.19867765065592433,0.10083624467852675,0.05130178330521872,0.07417002331056777,0.11188857396981818,0.10222342357257007,0.03231197680389858,0.06734530838540491,0.10226287382809435,0.04277529909628266,0.025279714775933118,0.03797261252449055,0.047134616360479414,0.043101231114332,0.016459124045877505,0.022933656058790892,0.030102273741643547,0.027892918569003913,0.042014581893539855,0.05328146730295208,0.041242377930613576,0.03704222336688576,0.021691073321505574,0,0
case_00021,0.39903944561130456,0.17154734880964895,0.10918240254634366,0.1921300692938061,0.14701328526839186,0.0523434160366407,0.0891025468968861,0.11964650385535112,0.0574684703586437,0.021265661947798,0.05947309996266183,0.08644561786117702,0.06901309120147807,0.02679828069281102,0.053225245779958096,0.07267223686175871,0.0636193166959628,0.013705005749953692,0.018938015768764825,0.026431694678482352,0.03128404195929517,0.03168695575977827,0.05485372774095526,0.04203072141054239,0.020303194379647324,0.007787327091604565,0,1
case_00022,0.3615446797492968,0.1814314605039511,0.1167683084870997,0.2032015986769984,0.1255081151933119,0.0526209892638618,0.08079558316953922,0.10754609200185468,0.07593735377964694,0.03770603090168139,0.07362379819718222,0.10186092686194106,0.05874784615776535,0.027800670195044223,0.047011527465402776,0.05840640637318067,0.06258024084649919,0.022814182654563545,0.03044576031237019,0.03696215326375608,0.037380064734958134,0.0374244580110296,0.059276245663374506,0.05142373248830388,0.029498943508326835,0.02604809408738247,0,1
case_00023,0.2266931544270648,0.23786680541955846,0.1156350932808591,0.20768277548401134,0.07870648682062664,0.0433913795907172,0.0716468717048664,0.10985091406096918,0.10596162768151608,0.02864228133767457,0.05538222969258611,0.09461550027431628,0.028507899902997264,0.018366776751746715,0.03967172248028374,0.04571383090273317,0.03635519473383736,0.0157950582617355,0.02229312511384313,0.029098938748001686,0.026091866284447367,0.037372125168276114,0.048613258208982636,0.037980202067265094,0.036813700441139394,0.024064508603655933,0,1
case_00024,0.22784321346670713,0.24569929893455456,0.09755463395114429,0.1671384988939586,0.07846164082875554,0.04266823019784989,0.06827992770998925,0.1013883775124972,0.11272358588121711,0.0277755815911875,0.04568717359416909,0.07199161964223527,0.028436586800431114,0.01665905919583832,0.029816116391520556,0.039954191773625435,0.035319145310598224,0.013029380639696164,0.018099100237080574,0.02399969015200734,0.022637672427752834,0.02412456544958742,0.03824996378533132,0.03051288806809135,0.046473429736405676,0.014980366945599842,0,1
case_00025,0.33529203297095445,0.2142844995685998,0.1265732720924675,0.21154227568265419,0.13545392500418493,0.04534708268220349,0.06339235180346318,0.11299328357051978,0.07547932615377952,0.028226329146637596,0.051771301959853855,0.07757568763306456,0.0346400967957821,0.022815324500847126,0.04479116788259849,0.05485459853213973,0.047452775286632,0.018166528927990474,0.022400693436631706,0.027940925201632546,0.026529641612399298,0.03409859913943975,0.04494157998538025,0.04023042893398015,0.02781128402975112,0.016466226970048948,0,2
case_00026,0.26388589234275406,0.18609632302787824,0.09207075816954093,0.16563843302116665,0.07905171283943012,0.03485478310572217,0.059878858774539315,0.09747425650994952,0.11229402971221476,0.03161885903543516,0.04847566893325074,0.08379837851168741,0.043764825219915746,0.017699588498234876,0.034878958232552035,0.04155275949628518,0.03502188110428887,0.015018375486797884,0.023982451474563644,0.02870045360366516,0.023296129292206577,0.03361895753728505,0.03757137414332073,0.03559324177595777,0.050465768276523944,0.020596032064102227,0,2
case_00027,0.3287394146794358,0.21698487425467958,0.12986440176269992,0.21896740966668368,0.10833332138129745,0.05205764285909909,0.08601743617629923,0.13184004767974444,0.0927021842243098,0.03560067978399186,0.060960650346469025,0.09703808403537884,0.047604937508951214,0.0262531013825637,0.045194583241729515,0.06368245332542175,0.0648000369761841,0.0205159427523435,0.036753231676828944,0.037451371434647926,0.03371928634120658,0.035468586310465934,0.05406743318146052,0.05098942111646083,0.03377788759991302,0.024017078229899392,0,1
case_00028,0.2613511387250948,0.1764530790049377,0.08314418382859495,0.1437448303176298,0.07354937116241471,0.04077540335218408,0.071318532205307,0.10179548092840957,0.08727117912707383,0.029128197758658617,0.06431675213738255,0.08596254218300316,0.04116518058467584,0.015732508562609233,0.03348386111474793,0.051447572531271135,0.0459141128751633,0.013408438390021152,0.023896674274308225,0.025167517173538833,0.024152554556433642,0.029195716089837488,0.03913365036279208,0.04275765276904424,0.034110218225734595,0.01747356589570571,0,2
case_00029,0.18844566642059132,0.22228307515911405,0.0937864131578392,0.17158378544470146,0.06556531729547693,0.03514952457874708,0.05648684965301872,0.10314364496252079,0.14062620267360895,0.031080588428776486,0.05494664628264022,0.08107727558054965,0.024377015924277906,0.013550810614391326,0.03237991345633273,0.04855533352087784,0.035745502175714455,0.013222594903774823,0.019486746541097895,0.025877079662777726,0.019605009801693857,0.02858725501826713,0.04200768386141184,0.03248765038819871,0.05613448229278567,0.020978093830584462,0,2
case_00031,0.15352852783632567,0.16264396995545033,0.07848017502151537,0.13891405646155403,0.05321055758159638,0.031040389036718487,0.04785042378845798,0.10070214283611703,0.06457676440905002,0.023415459698861964,0.04250963521908457,0.06354192726373437,0.020278481411203492,0.012932352518536413,0.030499059989453504,0.04183101996556857,0.03526201457916162,0.010933141882207953,0.016825345096253844,0.01911441287809325,0.017735401919988694,0.026100424795843846,0.03455952940258873,0.0331959536450875,0.026272794495944055,0.013907643980883023,0,0
case_00032,0.28672968189758996,0.22377351110586588,0.100672792050899,0.15537750778470244,0.13203794778216998,0.04554532000278377,0.07044738672833643,0.09593517577722553,0.11101727055523078,0.03187209279533327,0.05393406980412389,0.08040082449924213,0.06364438609119047,0.022609681186614487,0.04054816527029324,0.061313256747419394,0.04390160773322671,0.017023027500883234,0.024975667789270153,0.028212398621978056,0.029107253950096605,0.03274123630629639,0.04357389144696605,0.038057783585784224,0.04283762042615223,0.025050289044620495,0,1
case_00034,0.2642662914956757,0.22392909246415943,0.09878661565947544,0.15725452379435204,0.1033723300944682,0.0406098505811114,0.0627460582697946,0.10647386632720153,0.1069006137677755,0.033286797654832966,0.051498530889900085,0.08066674022291025,0.04469614066030012,0.01939299562548657,0.03053197077392573,0.042039373830792086,0.032097070661870265,0.017827388843163802,0.023916286284588063,0.02941733031199524,0.02403032578108091,0.031135149472502,0.045322043167065465,0.03579476590640107,0.05725224095550175,0.027149480595255085,0,1
case_00036,0.24147082231440997,0.2780181332190309,0.10881142842741871,0.1799562719400961,0.08585598124609467,0.04176461360058358,0.0655837319678781,0.09604031100699861,0.12043517601626623,0.03194730098101627,0.05932921025659517,0.09418310976538015,0.03862979094796511,0.020231411732815036,0.036655387188933755,0.04542923585444114,0.04162004092103891,0.01877346184640375,0.025385042091996924,0.030500216775781925,0.029757231271962274,0.0324253824156321,0.046898448400363425,0.04123578723655066,0.05845459015205515,0.02272295233794456,1,3
case_00037,0.27570872670044516,0.22018919799585532,0.10078668641552774,0.1771291885995062,0.09971598889403166,0.04407718740867364,0.07443933682728905,0.10600527822393019,0.09976617890749785,0.03290228358670622,0.06070591831350354,0.09839572432649765,0.04525192313379374,0.021001575312475713,0.04322686835419849,0.05705263341938116,0.04912862999549852,0.016745865124895003,0.0253471413325509,0.031082931881522943,0.02784242548605686,0.03645557476076976,0.051103644162075884,0.045545772472712985,0.04054163006782541,0.02052335728316428,0,2
case_00038,0.29535263184171245,0.1210651507523943,0.060556406881995886,0.1171404009750949,0.10643863343290402,0.038350036474198594,0.06504864359076855,0.07760119669246872,0.04239081490824559,0.0149479961370337,0.034447321128733874,0.05106783074032207,0.0522756821419578,0.02071463681143723,0.029379749696367054,0.04792726684190399,0.03627781810736166,0.009335261401610461,0.01271248841591607,0.01576135138630297,0.02324495963865784,0.022108782034956347,0.03377312812848807,0.025412610743295743,0.011706813170965929,0.004623253965497677,0,1
case_00039,0.21729822248639635,0.24061797625806616,0.10532390973358093,0.19191201293661042,0.07517684573753179,0.042160490639950914,0.06748990240787078,0.09623089475604084,0.09770295871623386,0.02773316466961805,0.05353492729781475,0.07536194008724438,0.03234905159229459,0.017712252320521885,0.0331807468137409,0.04446364795121274,0.03763865129949021,0.012883360910094939,0.016975901263753635,0.022581583230870214,0.020570774851168105,0.028251827534581164,0.04129666578494791,0.034087613937904174,0.03429106319983865,0.01734249047952045,0,1
case_00041,0.37137061917760844,0.11992074331828265,0.08600111311017448,0.14824164721728944,0.11449893275149457,0.04691189444071198,0.07649892872195105,0.11456629954793303,0.046288420758377836,0.02101161929118688,0.05120852754537896,0.06871675754653252,0.0474635577304163,0.024413258338747582,0.04396309668916994,0.06284308318951617,0.05867898962542797,0.01521176369568421,0.02168588699165685,0.024936166310735034,0.028165173140264923,0.03353633055219703,0.04854685611258189,0.038088282620162166,0.03127251891614566,0.00908682446324941,0,1
case_00042,0.3569588884797878,0.20444423477158669,0.09809546357405347,0.17206285719086042,0.1041371750181688,0.046653282264674474,0.07312336645549809,0.10196986113168567,0.08068337062710008,0.03386494750973183,0.06730636609140493,0.09854280266498983,0.043324311595175385,0.024193974763583596,0.03815024538895577,0.05261359180737798,0.04790489946049876,0.02089522780477912,0.026182025186422722,0.03069918615855898,0.02873183410068816,0.03291211840478977,0.05096805685235143,0.04525100965676688,0.03361881880829733,0.022488239965053607,0,0
case_00043,0.6344616669866397,0.19023072005142516,0.08503263110683297,0.1502503746621757,0.22298725496362928,0.03357213543678236,0.05653457669337979,0.10151923523088634,0.0894001013669236,0.028444852913807307,0.05412025691140132,0.07773126899135813,0.06282176161124918,0.015362977225156612,0.034374680496469814,0.04937885867209328,0.04209409708071864,0.013536873686855432,0.022201461535924012,0.030190080653703967,0.020232675233749355,0.02717024725757122,0.036557363420500553,0.03286096795987011,0.037233519969495664,0.019697337144461917,0,0
case_00044,0.20606733831644442,0.14250865685957728,0.08632371563251845,0.1769647456603353,0.07736914791614204,0.0357880791691928,0.06478279616444825,0.08760466653922382,0.06409386801141413,0.025023802479425938,0.05739365915129479,0.09456910076365313,0.029556861793555263,0.014429736653281067,0.036725029140770866,0.050419816967205724,0.041575942177279814,0.01309117053082813,0.0240623615057844,0.02739079646796167,0.02621241964048685,0.03454515281087638,0.04521445776993996,0.03814848673224988,0.024634373136549526,0.016002178506114344,1,4
case_00045,0.27725738613619844,0.2052048623340605,0.12696215719085358,0.22371434852833216,0.1024696013627233,0.05378950566174767,0.08519628008933565,0.12186058435074185,0.06476085991005101,0.02781196060035281,0.05752875130524767,0.08735058333106245,0.03809355432169565,0.02571304437340152,0.04153740539878241,0.07563689667232781,0.0646819892790921,0.01611382652828804,0.025322150906131623,0.023215835088404416,0.029693029630736046,0.03500073667226771,0.05077249593408814,0.0410635029081352,0.042949628076547924,0.012471868322440249,0,1
case_00046,0.3303474415847662,0.26255438432433814,0.12374116889681411,0.23460321665482733,0.10030057150537668,0.045615154040911605,0.07664244706118901,0.12239420860345789,0.09621548516694295,0.03204634280679013,0.06448454591518002,0.1016998902529918,0.04367431415974078,0.01801443286872695,0.038235783548493864,0.05883280805843138,0.04234128652533621,0.015092108876626775,0.02230991132135765,0.03489436141877356,0.023432732524979582,0.03579301151827939,0.052102761794490936,0.0461737452428336,0.0448575870533362,0.0242741259698138,0,1
case_00048,0.23229063430956878,0.1684696483512986,0.07916194475878296,0.13342856715510878,0.1475324646320477,0.04110893771876066,0.07204513061423834,0.08815879707061747,0.06866369050729017,0.028634508245777825,0.05777439552237124,0.06802430781150232,0.057097026695452635,0.0247085675334761,0.04366327560090224,0.05159278122986721,0.04919638523310259,0.014721046184578897,0.0229894037689345,0.025355800155676952,0.02812846545011332,0.032576494566228846,0.04158174318325879,0.04469500948547714,0.02354349801736212,0.014957551362849653,0,1
case_00049,0.3643012973012918,0.20074704321999592,0.10697439197773889,0.2032919902168147,0.14096704912498462,0.043993407905841435,0.07032787063826672,0.11621495483803727,0.08449413213091753,0.03086207319877525,0.06900678223397483,0.0946332831962503,0.056479887592127145,0.023075291952380082,0.043360039645244444,0.06765526309265278,0.052651027291142086,0.020209454135496595,0.029106427979046622,0.03280540593314085,0.03602487887977596,0.03639001357546382,0.05029744946286526,0.044077456329480603,0.033237286346260574,0.02290713961350666,0,1
case_00051,0.24927693597881745,0.09826151150089774,0.06840118538242791,0.14721949203574383,0.09946943546846551,0.031916293985114044,0.06572854795672434,0.1006617364177235,0.03526470378723136,0.01447567515684654,0.03841079550223717,0.0672150311944721,0.04012274535941716,0.0173488015813158,0.036659083782883524,0.04578011347877525,0.04634579479911597,0.009668108526124772,0.015566827734009421,0.01854028616383836,0.021615314488455915,0.028604372041060092,0.03522143101452225,0.03427022397159047,0.011016332320415346,0.006077235135713978,0,1
case_00053,0.48898234014988673,0.184779755054294,0.12061706892780062,0.21596700473170855,0.16812102453944197,0.05420045080347389,0.0868020104963462,0.14046516606465967,0.08527440371805296,0.03944047192920952,0.0605900646687097,0.09996739996846028,0.06071110891193651,0.026656320386819775,0.05675396484885761,0.05278947028372152,0.06972576122004195,0.020661902721765404,0.031766639556034454,0.03482364164941646,0.030723135050424275,0.03837764140846342,0.05007766859763756,0.04708904922374259,0.033233235459819044,0.022569407094332354,0,2
case_00056,0.15868407265553816,0.19520500370957045,0.0777491714336508,0.12255577451685261,0.06520737943281375,0.034218332927305584,0.046928981583415276,0.08233392116860587,0.09909369760953136,0.026687796926988135,0.03580643621570679,0.06419622866143275,0.03187076739992748,0.01829172650368048,0.02789435708189199,0.032855019687734965,0.03106114716186614,0.01581369063193282,0.018070502856980492,0.02166674879422739,0.021289277890092766,0.02624237656466661,0.03224843465893702,0.032127153509285036,0.036257358783110614,0.01685235563016356,0,2
case_00058,0.2502209248458034,0.21332932701091126,0.09885510936215261,0.17814091136117502,0.07339376419261573,0.04018519474681386,0.07074591443558012,0.10348864901494394,0.0894443836598049,0.03177040871591628,0.06727742509027372,0.08015868478977767,0.030788943813615976,0.01584742311887076,0.03256197711123662,0.05624342083111451,0.04826963717785251,0.013527829624001918,0.01960674498118646,0.026342886783418222,0.024621893930530787,0.030466855655672614,0.050289091574927954,0.0374125059751642,0.03450868416144207,0.018078662255750732,1,3
case_00059,0.2920691344000969,0.2178389667376208,0.0987515022855366,0.1833491988072278,0.1154248484328183,0.04811907994320666,0.08271121279220252,0.12750903966621174,0.09735078344229149,0.03287700716514305,0.06603106679023023,0.09056812260903789,0.043807267752990604,0.0203890142657451,0.041469637355425616,0.06853580372353042,0.052614061351644106,0.01817358276344317,0.02768587089055711,0.028886689799661316,0.029653566569459028,0.036838919236815364,0.05678425472260793,0.04026328849544153,0.03436663421518186,0.020067122462676695,0,1
case_00060,0.3178026530377943,0.13592043857551675,0.08248145197702722,0.16569774926773292,0.1005706533672607,0.03593879434145545,0.06971956750431313,0.10732583305519237,0.07194173696683419,0.027644700395585045,0.06380570015811518,0.08567317485753344,0.0484443204506095,0.016215247022628335,0.03558890489437234,0.05798002176226689,0.04609055053604197,0.015856542949094492,0.02613301543649823,0.030036302772250802,0.028410610331052934,0.03132316993670951,0.047834228779860356,0.03965787946160108,0.03429581840267937,0.018659915371390386,0,1
case_00061,0.35800807233672616,0.10667489957045748,0.050569785137226764,0.09680323506779227,0.12963639106706204,0.0293297005461807,0.047934391108996624,0.06532834684152425,0.03563716764205522,0.009327706007509838,0.028165350286510772,0.03659508489940858,0.08394860706534697,0.01859329771148563,0.03052530537963865,0.03976297627411605,0.03845091592548677,0.0067777604985487655,0.008851307462229677,0.010875682469785054,0.015067440728317429,0.02043797279265872,0.022032986918940654,0.018125021214863642,0.010817509136648433,0.003242503025743235,0,1
case_00062,0.30041418243601203,0.14011960709628568,0.08214475458953055,0.16771667009177865,0.0955903424681719,0.033842405116372855,0.057496194813267176,0.0948602779688396,0.08384247298686226,0.026463290739009385,0.05417246596521193,0.08362274334464542,0.03366593757540453,0.01580010372830438,0.034836490087971766,0.04650670335053811,0.040734032233752854,0.014773268044142192,0.024652262773089507,0.027744350494612793,0.025756323548986985,0.03233982291317281,0.03930192222202415,0.034349122348346924,0.026386086990195293,0.014587848214881481,0,1
case_00063,0.3916263831834992,0.14881288623430758,0.09398359613811282,0.1661391721009159,0.09485480564384693,0.047035790098209525,0.08795003768989139,0.1239894382932438,0.0637389437692227,0.03243576361249804,0.07107873594858902,0.09226493606651122,0.04790313226662436,0.024036587794157505,0.04373646474624086,0.06764859983265782,0.06434291002159083,0.022343840163170543,0.03940762090491664,0.036076750715431795,0.043366459595937844,0.04058018818924401,0.05845793245351323,0.05394139469467567,0.02432635423225345,0.01805839928637465,1,3
case_00064,0.3385979319426491,0.17485364049109345,0.10205114351273886,0.16559412511677993,0.11449834368686976,0.03970981959460469,0.06131282135182715,0.09819175429728619,0.05835290393834607,0.022772491392314506,0.05029363334855681,0.0792126726138631,0.03796804940794052,0.017610378289106353,0.029787730306340236,0.04394399050612225,0.0370666439373093,0.012364767409625688,0.020384841724652804,0.01784663802378346,0.02163814927983518,0.027239936163834938,0.03338005981754908,0.032517410957503545,0.04191511534363434,0.009522486842003698,0,1
case_00065,0.39713555459529487,0.2803717964189925,0.16308993456226215,0.24743183190492846,0.1184586678452057,0.060753017871981674,0.08542165279991465,0.13723417220916717,0.09903849627817017,0.038081277873428195,0.06679077660709293,0.09818458307576695,0.049797098824281634,0.02803976853823936,0.047623343644183934,0.07722117317495998,0.061096190701766834,0.021569937303717666,0.028865381027147034,0.03538428177177251,0.030897218587095886,0.04210994206540878,0.04745967758734428,0.0476121129990547,0.034580349422207834,0.023129112396740377,0,1
case_00066,0.24859252825649097,0.20817082833140632,0.09883750572075659,0.17335659677594173,0.08379547587440582,0.038829445438512335,0.06103232414440326,0.0972624322857408,0.10864439872619983,0.030613714162076568,0.06241524725996162,0.08969788634050993,0.03163701118990575,0.017909333921919866,0.03751339823220509,0.051417850379224424,0.0418566186652417,0.01429729208870159,0.020045568246568703,0.03023617709488624,0.023929181677569973,0.029358338477831057,0.0439394359267407,0.03642756431100234,0.04268845474996785,0.01853712100862616,1,3
case_00068,0.28630949953957346,0.19922650521720026,0.11037590723635668,0.18002296430022505,0.08556256730276768,0.049859817132485294,0.08103254081773915,0.11687081426898241,0.0863313649354723,0.0349901783291559,0.06513577393222732,0.08855366672410474,0.04451834558963387,0.022188181970360727,0.04452892314137475,0.060960987564623786,0.05076160250711368,0.019285798669526677,0.02727249692439967,0.032721167557503116,0.02844462241025847,0.03635840470918407,0.054212932143784746,0.04398287730852718,0.03727253482942772,0.02187218294783235,0,1
case_00069,0.2076474999038715,0.22228963170450305,0.10785126162617213,0.17164332365764806,0.07339136524827417,0.045762398854189056,0.07277551098880422,0.10530288268762629,0.0977327192855387,0.031722671004094614,0.06025941159649353,0.08793290359276149,0.02988566443450443,0.018915093471408708,0.03151849394854763,0.050913461659952,0.0458252622942568,0.01652006555589226,0.02297927868712279,0.02515261341167311,0.025405853574447548,0.029346977640882555,0.04318763579647034,0.03599538296269385,0.03807411092049321,0.01771954092810766,0,1
