SubjectId,FOS_Mean,FOS_Variance,FOS_Median,FOS_Mode,FOS_Skewness,FOS_Kurtosis,FOS_Energy,FOS_Entropy,FOS_MinimalGrayLevel,FOS_MaximalGrayLevel,FOS_CoefficientOfVariation,FOS_10Percentile,FOS_25Percentile,FOS_75Percentile,FOS_90Percentile,FOS_HistogramWidth
case_00012,206.97946983622995,9913.822399548,254.0,254.0,-1.6111456875715902,3.566049652502782,0.5533901612812885,0.8734596547891623,0.0,255.0,0.07699979840087275,0.0,254.0,254.0,254.0,254.0
case_00013,200.42384567179144,10899.972414986682,254.0,254.0,-1.4099921079875184,2.9632809533929034,0.5335772747663354,0.9270915463152823,0.0,255.0,0.07951836966848665,0.0,254.0,254.0,254.0,254.0
case_00014,220.54817332330657,7588.091902628593,254.0,254.0,-2.1523172100577805,5.586717799363334,0.586303764466628,0.8325220964998102,0.0,255.0,0.07226256835574088,0.0,254.0,254.0,255.0,255.0
case_00015,200.1274920621658,10958.668112600515,254.0,254.0,-1.4016486412443034,2.9400181930360647,0.5046572681321733,0.9379215520114021,0.0,255.0,0.07963612238521724,0.0,254.0,254.0,255.0,255.0
case_00016,182.16324211786988,13223.554769721186,254.0,254.0,-0.9625236009500676,1.9107718695564135,0.46020894331661477,1.0160154483803667,0.0,255.0,0.08748953556830552,0.0,1.0,254.0,254.0,254.0
case_00017,195.286794646836,11628.400200190052,254.0,254.0,-1.2692057636080425,2.589245526554648,0.4683533440031493,1.0332247838844388,0.0,255.0,0.08161011336855102,0.0,254.0,254.0,255.0,255.0
case_00018,224.87395373774513,6771.028638320333,254.0,254.0,-2.384621850856501,6.632568030020953,0.6103464209035264,0.7764809653007924,0.0,255.0,0.0708724918364529,0.0,254.0,254.0,255.0,255.0
case_00019,219.24609277517825,7823.95923452368,254.0,254.0,-2.0907914248861763,5.327670783831711,0.604540966858546,0.7968759187580287,0.0,255.0,0.07269172849913412,0.0,254.0,254.0,255.0,255.0
case_00020,210.44339808934936,9356.14151494459,254.0,254.0,-1.7302649226598446,3.960893880798966,0.5624847956084251,0.8554569182761753,0.0,255.0,0.07573237077146316,0.0,254.0,254.0,255.0,255.0
case_00021,219.31799479166665,7811.243267926353,254.0,254.0,-2.0950722047361863,5.345441125706365,0.6180619923984461,0.7639292041106526,0.0,255.0,0.07266789697602503,0.0,254.0,254.0,254.0,254.0
case_00022,215.4607702484403,8507.903143431338,254.0,254.0,-1.9238838222451087,4.662821829345612,0.5738421796005182,0.8261402559646998,0.0,255.0,0.07396881312608505,0.0,254.0,254.0,255.0,255.0
case_00023,208.75987703319964,9634.551219922922,254.0,254.0,-1.6711762677086923,3.7615126677516773,0.5517788277675173,0.8564223133063812,0.0,255.0,0.0763431061418697,0.0,254.0,254.0,255.0,255.0
case_00024,209.13339516488412,9568.761244773696,254.0,254.0,-1.6830684615058158,3.80108942066807,0.5426518139233961,0.9049549930361367,0.0,255.0,0.07620675520494441,0.0,254.0,254.0,255.0,255.0
case_00025,199.73950994318182,11014.23224349853,254.0,254.0,-1.3908865535284531,2.910214735250851,0.5103280135491349,0.9174109287121899,0.0,255.0,0.07979081081676227,0.0,254.0,254.0,255.0,255.0
case_00026,208.21740307486633,9714.16170570051,254.0,254.0,-1.6525525630363438,3.700101407172413,0.5631914971223551,0.8654241565358249,0.0,255.0,0.07654200472752419,0.0,254.0,254.0,254.0,254.0
case_00027,215.72454350490193,8456.114052328712,254.0,254.0,-1.9353307666184005,4.706643067892381,0.5950588780761513,0.8004031092768118,0.0,255.0,0.07387836910706955,0.0,254.0,254.0,254.0,254.0
case_00028,209.41370028409094,9530.67653157104,254.0,254.0,-1.6936803362765365,3.836631798852053,0.5456656893038004,0.8673373208571709,0.0,255.0,0.07610475068674379,0.0,254.0,254.0,255.0,255.0
case_00029,218.0466740474599,8038.700682370328,254.0,254.0,-2.0360676011594157,5.103580700254802,0.6134330839792538,0.7837184030301994,0.0,255.0,0.07309158701976032,0.0,254.0,254.0,254.0,254.0
case_00030,199.34384595031196,11073.80819260871,254.0,254.0,-1.380003349238562,2.8803031057960844,0.5087206473055094,0.9086618003887114,0.0,255.0,0.07994918215073339,0.0,254.0,254.0,255.0,255.0
case_00031,175.0889531807041,13929.912003548465,254.0,254.0,-0.8172268127309033,1.6546008223055944,0.4526710468462063,1.053207926461635,0.0,255.0,0.09102446020144249,0.0,1.0,254.0,254.0,254.0
case_00032,213.67311720142604,8801.851710271138,254.0,254.0,-1.8530382928303708,4.397322217010382,0.6283994788023419,0.7498102516204493,0.0,255.0,0.07458765828499302,0.0,254.0,254.0,254.0,254.0
case_00033,217.12217761252228,8208.831410882376,254.0,254.0,-1.9941888688817437,4.936122533497272,0.584925704103491,0.8340191004807789,0.0,255.0,0.07340280769913417,0.0,254.0,254.0,255.0,255.0
case_00034,216.31173852495542,8361.976390167578,254.0,254.0,-1.958084371134714,4.794568636799918,0.5446705796224061,0.8818308136680472,0.0,255.0,0.07367782053432374,0.0,254.0,254.0,255.0,255.0
case_00035,229.58094627339574,5834.701231055429,254.0,254.0,-2.692247565438401,8.182460840433443,0.6467278878225814,0.7181099109661483,0.0,255.0,0.06941942573723105,2.0,254.0,254.0,255.0,253.0
case_00036,210.2362735349822,9394.145118080662,254.0,254.0,-1.721772434239987,3.9318209784060345,0.5325314585773259,0.9147129723882153,0.0,255.0,0.07580698222306216,0.0,254.0,254.0,255.0,255.0
case_00037,226.50550231172014,6455.119346532438,254.0,254.0,-2.4838134424725267,7.111789816402583,0.6160753158097735,0.7558460129834026,0.0,255.0,0.07036198806586155,1.0,254.0,254.0,255.0,254.0
case_00038,188.52500960895722,12500.855934182075,254.0,254.0,-1.104799303160587,2.2022730716396297,0.47893560866560747,0.9569742312950579,0.0,255.0,0.08453720534780447,0.0,1.0,254.0,255.0,255.0
case_00039,201.5376885583779,10747.5900590526,254.0,254.0,-1.4422321411278942,3.0544865917054356,0.5205728561395017,0.9206360566529175,0.0,255.0,0.07907889370227032,0.0,254.0,254.0,255.0,255.0
case_00040,219.92845643939398,7690.230541445838,254.0,254.0,-2.123075852233962,5.4626369604345495,0.625494395465206,0.7879668121066961,0.0,255.0,0.07246619063550384,1.0,254.0,254.0,254.0,253.0
case_00041,187.4027175245098,12630.035461136908,254.0,254.0,-1.0793845859636992,2.1472422779840388,0.5004571520509746,0.9186960123071006,0.0,255.0,0.08504347034575328,0.0,1.0,254.0,254.0,254.0
case_00042,215.2693098262032,8546.207594377422,254.0,254.0,-1.91519123837247,4.629723518814917,0.550241399080021,0.8612031540321248,0.0,255.0,0.0740346009534578,0.0,254.0,254.0,255.0,255.0
case_00043,187.67103609625673,12589.332069201504,254.0,254.0,-1.084821791961107,2.158917002832331,0.4940014305274864,0.9659629437187991,0.0,255.0,0.08492188129837427,0.0,2.0,254.0,254.0,254.0
case_00044,217.46616003787878,8134.930243316081,254.0,254.0,-2.0112534420878694,5.0039070191034645,0.6499266376278482,0.7297917091938257,0.0,255.0,0.07328670101009378,0.0,254.0,254.0,254.0,254.0
case_00045,206.61019454656864,10006.095237583932,254.0,254.0,-1.5966728605804839,3.5200302857436103,0.45191356661400933,0.9711608029362646,0.0,255.0,0.0771374204718492,0.0,254.0,254.0,255.0,255.0
case_00046,221.1500987355169,7468.4495373214295,254.0,254.0,-2.1853730446850483,5.728958199034637,0.6544503709300151,0.703578567435071,0.0,255.0,0.07206588439994067,0.0,254.0,254.0,254.0,254.0
case_00047,210.8884259413993,9278.8433206424,254.0,254.0,-1.7462666893747145,4.016080154452868,0.570181786668136,0.8542343955637971,0.0,255.0,0.0755725563380981,0.0,254.0,254.0,254.0,254.0
case_00048,230.36660943070407,5678.43934803992,254.0,254.0,-2.7493457128576115,8.490847101764423,0.6274005306573789,0.7456823503363501,0.0,255.0,0.06918267143790778,254.0,254.0,254.0,255.0,1.0
case_00049,225.37411709001782,6672.99536744401,254.0,254.0,-2.413713858013908,6.771094469577314,0.6094087524708452,0.7850376475767649,0.0,255.0,0.070715207479409,1.0,254.0,254.0,255.0,254.0
case_00050,205.22587232620322,10198.15652154923,254.0,254.0,-1.554395263359766,3.3878584323149266,0.523864673077263,0.8952081019991484,0.0,255.0,0.07765774007858534,0.0,254.0,254.0,255.0,255.0
case_00051,229.27727147393048,5897.2122470562,254.0,254.0,-2.672324032439868,8.076369676084648,0.6648412438199309,0.6651645123279756,0.0,255.0,0.0695113708744626,2.0,254.0,254.0,254.0,252.0
case_00052,228.2243003565062,6110.52058934085,254.0,254.0,-2.5973367050039267,7.684219922577202,0.6434288869712754,0.7100557772586824,0.0,255.0,0.06983207934305706,1.0,254.0,254.0,255.0,254.0
case_00053,224.8084355503565,6788.643935119329,254.0,254.0,-2.37955820131055,6.608649357375719,0.5845457599152865,0.8132612853352024,0.0,255.0,0.0708931469208116,0.0,254.0,254.0,255.0,255.0
case_00054,224.07088444184492,6921.1564417963245,254.0,254.0,-2.339411081530952,6.420609511232752,0.6294995350389849,0.7501093045375978,0.0,255.0,0.07112649860872752,0.0,254.0,254.0,255.0,255.0
case_00055,214.02423462566847,8748.479081783858,254.0,254.0,-1.8657163935692467,4.444114164430832,0.589597837071661,0.8213196912201378,0.0,255.0,0.07446529351399823,0.0,254.0,254.0,254.0,254.0
case_00056,216.27207442067734,8377.56155824498,254.0,254.0,-1.9552327201168784,4.7835126452361685,0.5116508041571552,0.9250164824732263,0.0,255.0,0.07369133298046124,0.0,254.0,254.0,255.0,255.0
case_00057,214.26275122549023,8716.633357349163,254.0,254.0,-1.8749446668289846,4.478371111419731,0.5653874871719141,0.841200330107458,0.0,255.0,0.07438239899074535,0.0,254.0,254.0,255.0,255.0
case_00058,226.1939705882353,6513.21978979733,254.0,254.0,-2.46348281481929,7.011977754965347,0.6115565419134766,0.7794256337113957,0.0,255.0,0.07045889600444617,1.0,254.0,254.0,255.0,254.0
case_00059,213.9945723317736,8756.559224240124,254.0,254.0,-1.8646201744647892,4.440058588586896,0.584367806108116,0.8214365831445557,0.0,255.0,0.07447561532448675,0.0,254.0,254.0,254.0,254.0
case_00060,223.64426749108736,6998.800008808707,254.0,254.0,-2.315981236568313,6.312351843222939,0.6434139006795823,0.7389755512684999,0.0,255.0,0.07126217733769707,1.0,254.0,254.0,254.0,253.0
case_00061,230.80582776292331,5605.24281942982,254.0,254.0,-2.7800280951906284,8.659296128475138,0.567623147789693,0.8045625053024177,0.0,255.0,0.06905101836024528,254.0,254.0,254.0,255.0,1.0
case_00062,230.22524871880574,5701.78728058339,254.0,254.0,-2.742221591486675,8.451968324001983,0.675474354978981,0.6587150059336252,0.0,255.0,0.06922515032213057,254.0,254.0,254.0,254.0,0.0
case_00063,206.29522030971484,10030.21422151471,254.0,254.0,-1.5885101963244808,3.494215105928075,0.5282911886980215,0.8929326409104392,0.0,255.0,0.07725519489294104,0.0,254.0,254.0,255.0,255.0
case_00064,207.79921526849375,9781.907886175673,254.0,254.0,-1.6385565742489325,3.6544070531696446,0.562631418477596,0.862659601408235,0.0,255.0,0.07669604252314823,0.0,254.0,254.0,254.0,254.0
case_00065,213.23805063502675,8889.709517178102,254.0,254.0,-1.8343649292329403,4.329030976293346,0.5627869336006696,0.859412141686738,0.0,255.0,0.07473983842493134,0.0,254.0,254.0,255.0,255.0
case_00066,206.68166290663993,9965.690721496247,254.0,254.0,-1.6010390118578115,3.533852300295941,0.5353816014182209,0.8963660070493688,0.0,255.0,0.07711074715761453,0.0,254.0,254.0,255.0,255.0
case_00067,218.26105197192513,8006.446952206386,254.0,254.0,-2.046218840302332,5.144700466851711,0.606962266929215,0.7707270947431419,0.0,255.0,0.07301979582027877,0.0,254.0,254.0,254.0,254.0
case_00068,196.43577024844026,11483.682036139398,254.0,254.0,-1.2997068984853553,2.6669397684965213,0.4648120880222658,1.002787236052785,0.0,255.0,0.08113276635081575,0.0,254.0,254.0,255.0,255.0
case_00069,196.17184366644386,11513.146766084708,254.0,254.0,-1.2924836922956147,2.6483768731182855,0.4684621688756716,1.0151731415676433,0.0,255.0,0.08124192112711123,0.0,254.0,254.0,255.0,255.0
case_00070,189.26044117647058,12413.587865995178,254.0,254.0,-1.1211290164304302,2.238315431927395,0.4518817168697539,1.0234810287745972,0.0,255.0,0.08420870918106371,0.0,2.0,254.0,255.0,255.0
case_00071,205.17720950311943,10191.764181177246,254.0,254.0,-1.5535018224040833,3.385091972603821,0.5657310270806991,0.8509799347265957,0.0,255.0,0.07767615852221113,0.0,254.0,254.0,254.0,254.0
case_00072,205.26223707664886,10187.184283312536,254.0,254.0,-1.554762773626149,3.388997395312038,0.5164344459135812,0.9403514675763618,0.0,255.0,0.07764398204701387,0.0,254.0,254.0,255.0,255.0
case_00073,209.97773660316398,9432.590448151142,254.0,254.0,-1.7139586227796673,3.905174102228594,0.5676391779134058,0.8422553544782357,0.0,255.0,0.0759003202355172,0.0,254.0,254.0,254.0,254.0
case_00074,207.64239834001782,9813.842868736767,254.0,254.0,-1.632487025770738,3.634725777526563,0.5311209705222109,0.9097825871841325,0.0,255.0,0.07675396536506726,0.0,254.0,254.0,255.0,255.0
case_00075,214.56626100155972,8664.953898659558,254.0,254.0,-1.8867508859832276,4.5224377836227205,0.5581423994588783,0.8571509383530844,0.0,255.0,0.07427718307676236,0.0,254.0,254.0,255.0,255.0
case_00076,204.47514733734403,10304.571719736841,254.0,254.0,-1.5309498335011003,3.3161030184283216,0.540132780530844,0.8933592156862245,0.0,255.0,0.07794285837689444,0.0,254.0,254.0,254.0,254.0
case_00077,213.17360238413545,8902.645900628078,254.0,254.0,-1.8318369363937812,4.3198398522612464,0.5583302965827287,0.8597267647597273,0.0,255.0,0.07476243433645376,0.0,254.0,254.0,255.0,255.0
case_00078,222.35043713792336,7261.286868051333,254.0,254.0,-2.2444185872084534,5.988550819481441,0.5783046344733553,0.8092951140808458,0.0,255.0,0.0716768433453689,0.0,254.0,254.0,255.0,255.0
case_00079,209.5781399008467,9499.812382869723,254.0,254.0,-1.6994621961299552,3.8560883117179734,0.5539256338446704,0.8701164655339837,0.0,255.0,0.076045037225969,0.0,254.0,254.0,255.0,255.0
case_00080,205.53720936385918,10150.988907803317,254.0,254.0,-1.5635422913824835,3.41615748287171,0.5078020715409334,0.9321191169786831,0.0,255.0,0.07754010818691008,0.0,254.0,254.0,255.0,255.0
case_00081,232.78659606172013,5181.41478093173,254.0,254.0,-2.9452649436241303,9.598185285807725,0.6206684982944296,0.7457742406908561,0.0,255.0,0.06846346705582504,254.0,254.0,254.0,255.0,1.0
case_00082,223.47082720588236,7027.0400946416285,254.0,254.0,-2.3064308248476655,6.268536247890759,0.6558636836482005,0.7271717913056446,0.0,255.0,0.07131748537282773,1.0,254.0,254.0,254.0,253.0
case_00083,228.58615432820858,6044.4693818835685,254.0,254.0,-2.6212422737623036,7.8080507483858295,0.6193948391021503,0.7339707604171707,0.0,255.0,0.0697215345231541,1.0,254.0,254.0,255.0,254.0
case_00084,222.11385305258466,7304.235250257468,254.0,254.0,-2.2318892644494928,5.932899780895912,0.5792259407844768,0.8127726839564534,0.0,255.0,0.07175318977846966,0.0,254.0,254.0,255.0,255.0
case_00085,209.3378819908645,9535.94819931774,254.0,254.0,-1.691129258272939,3.8280604177406627,0.5614548893865968,0.8609925818905706,0.0,255.0,0.07613231441409507,0.0,254.0,254.0,254.0,254.0
case_00086,185.4967080269608,12848.372342365583,254.0,254.0,-1.0356357928156497,2.055541955101114,0.4833323232412054,0.9735066111568486,0.0,255.0,0.08591730613458018,0.0,1.0,254.0,254.0,254.0
case_00087,193.40586118538323,11895.354407197114,254.0,254.0,-1.2217161247069297,2.471951808045091,0.4505809382188596,1.0045233086923309,0.0,255.0,0.08240379765550614,0.0,254.0,254.0,255.0,255.0
case_00088,206.01917251559718,10050.226798794905,254.0,254.0,-1.5810476398090119,3.470726049951164,0.6107688906847349,0.7769267854419323,0.0,255.0,0.0773587101428759,0.0,254.0,254.0,254.0,254.0
case_00089,226.21455381016042,6515.521464413733,254.0,254.0,-2.464581404781355,7.017366217010002,0.5956871041107733,0.7863483777932803,0.0,255.0,0.07045248496205907,1.0,254.0,254.0,255.0,254.0
case_00090,220.6021645220588,7573.72818487166,254.0,254.0,-2.1563786763826416,5.604065092961167,0.6172017008845591,0.7782506488090194,0.0,255.0,0.0722448824790003,0.0,254.0,254.0,254.0,254.0
case_00091,204.5180645610517,10307.916363272718,254.0,254.0,-1.531280890732323,3.3171227474088063,0.5000092118177377,0.9520554919474088,0.0,255.0,0.07792650240806324,0.0,254.0,254.0,255.0,255.0
case_00092,201.8342218137255,10710.87236317555,254.0,254.0,-1.4496348015833145,3.0757346520028093,0.48067892641046545,0.9916365778072669,0.0,255.0,0.07896271161199793,0.0,254.0,254.0,255.0,255.0
case_00093,216.0204946524064,8409.316638755701,254.0,254.0,-1.94772191441154,4.754384464258702,0.5837907563329576,0.8053430726249846,0.0,255.0,0.07377715469151987,0.0,254.0,254.0,255.0,255.0
case_00094,183.6873395721925,13069.648225566136,254.0,254.0,-0.9961909637003833,1.9761060706334928,0.4687310972094675,0.9413502196758916,0.0,255.0,0.08676361412619592,0.0,0.0,254.0,255.0,255.0
case_00095,224.18466326871658,6904.583008291887,254.0,254.0,-2.346144051861941,6.451919011702412,0.6212238099859102,0.7460926012625925,0.0,255.0,0.0710904002893635,0.0,254.0,254.0,255.0,255.0
case_00096,212.65381823752227,8983.15894536058,254.0,254.0,-1.8121838828972123,4.248782158828958,0.579357884189822,0.8385685699847749,0.0,255.0,0.07494517419249007,0.0,254.0,254.0,254.0,254.0
case_00097,215.639525122549,8470.52138487774,254.0,254.0,-1.9303858900985695,4.68768746130718,0.5713098736697605,0.8613248527542429,0.0,255.0,0.07390749651044695,0.0,254.0,254.0,255.0,255.0
case_00098,211.5059940396613,9171.948640833703,254.0,254.0,-1.7682458943189707,4.092716099923406,0.5686377037159002,0.8730974013419301,0.0,255.0,0.07535189497996295,0.0,254.0,254.0,254.0,254.0
case_00099,188.31754567736186,12515.625552604874,254.0,254.0,-1.0992420621062624,2.19014199545876,0.47341759766925917,1.0075439092622709,0.0,255.0,0.08463033751413797,0.0,2.0,254.0,254.0,254.0
case_00100,224.26720226158645,6887.415022677385,254.0,254.0,-2.348864114879786,6.464606035791314,0.5995344758408042,0.8053742053202178,0.0,255.0,0.07106423627615324,1.0,254.0,254.0,255.0,254.0
case_00101,203.53406027183598,10448.236169378053,254.0,254.0,-1.5029127118704468,3.2317245426089354,0.5586170406770548,0.8356617695494952,0.0,255.0,0.07830324531050768,0.0,254.0,254.0,254.0,254.0
case_00102,218.80791638814617,7904.806883180742,254.0,254.0,-2.070010978337002,5.241881022528748,0.5944050042557846,0.8172723717804815,0.0,255.0,0.07283729818183411,0.0,254.0,254.0,255.0,255.0
case_00103,215.9635338680927,8411.394864875856,254.0,254.0,-1.9456120835946793,4.746224909772466,0.6063972980518795,0.7875116237253765,0.0,255.0,0.07379661355348788,0.0,254.0,254.0,254.0,254.0
case_00104,211.19446635472372,9240.893513572593,254.0,254.0,-1.7555949581892094,4.048515023342048,0.512070615448486,0.9398131789682245,0.0,255.0,0.07546304467911909,0.0,254.0,254.0,255.0,255.0
case_00105,227.72259650735293,6203.368445702868,254.0,254.0,-2.5651136759276465,7.519096884998088,0.6777640666497258,0.664026402512762,0.0,255.0,0.06998592891063679,1.0,254.0,254.0,254.0,253.0
case_00106,193.0716591466132,11926.60179098164,254.0,254.0,-1.2140944121717463,2.453534465807059,0.4862865926549717,0.9647918864272339,0.0,255.0,0.08254643649385553,0.0,254.0,254.0,255.0,255.0
case_00107,201.22850573752226,10789.355592397498,254.0,254.0,-1.4334369973817682,3.0293977829599585,0.5310244000715458,0.9098550667845484,0.0,255.0,0.07920039654470012,0.0,254.0,254.0,254.0,254.0
case_00108,219.56632770721922,7780.2041680541215,254.0,254.0,-2.105571394749273,5.389229703793975,0.5688599677278722,0.8129945134608397,0.0,255.0,0.07258570845963652,0.0,254.0,254.0,255.0,255.0
case_00109,205.50427222593586,10156.909642263852,254.0,254.0,-1.5621790918580607,3.4119341502646865,0.49974197132576864,0.9496520285851294,0.0,255.0,0.07755253590537198,0.0,254.0,254.0,255.0,255.0
case_00110,206.92574671345812,9938.636844769722,254.0,254.0,-1.6084973489502612,3.5576091996512287,0.5052496631156717,0.9159816878538678,0.0,255.0,0.07701978948312616,0.0,254.0,254.0,255.0,255.0
case_00111,213.9978982843137,8762.664247092109,254.0,254.0,-1.863077114921843,4.434374401183064,0.5410624516311109,0.8963823839787782,0.0,255.0,0.07447445782544612,0.0,254.0,254.0,255.0,255.0
case_00112,200.83220448975047,10858.157280270518,254.0,254.0,-1.422266459761918,2.9977588371802946,0.516671184892079,0.8958843742249551,0.0,255.0,0.07935668231597087,0.0,254.0,254.0,255.0,255.0
case_00113,194.9846352774064,11684.64878104295,254.0,254.0,-1.2611862654443107,2.569127734089672,0.43958872876097344,1.0489321922157901,0.0,255.0,0.08173658107899105,0.0,254.0,254.0,255.0,255.0
case_00114,203.49622437611407,10464.484131455865,254.0,254.0,-1.4992337823313129,3.2207999308757262,0.48177475964248756,0.9892369054747414,0.0,255.0,0.07831780417238995,0.0,254.0,254.0,255.0,255.0
case_00115,211.53790051247773,9173.422181981812,254.0,254.0,-1.7708488087264123,4.101845558833528,0.581949308306628,0.8158359718143476,0.0,255.0,0.07534052957838233,0.0,254.0,254.0,254.0,254.0
case_00116,206.10431442179143,10049.014549233285,254.0,254.0,-1.58281388576705,3.4762845002171585,0.5595305102762319,0.8650270543036649,0.0,255.0,0.07732675317942868,0.0,254.0,254.0,254.0,254.0
case_00117,210.79974320409983,9296.109078874451,254.0,254.0,-1.744360574386544,4.009468935812452,0.5920857076968119,0.7807377511824232,0.0,255.0,0.07560434945633873,0.0,254.0,254.0,254.0,254.0
case_00118,205.1563609904189,10209.137341978203,254.0,254.0,-1.55158021242617,3.379194113635849,0.5101368633616303,0.9284263014551242,0.0,255.0,0.07768405217157037,0.0,254.0,254.0,255.0,255.0
case_00119,197.24270930815507,11369.77628427705,254.0,254.0,-1.3206158966795032,2.721277229677337,0.4581005295071943,1.0301894346914828,0.0,255.0,0.08080084433240084,0.0,254.0,254.0,255.0,255.0
case_00120,212.0977239304813,9086.35706837972,254.0,254.0,-1.789177701738367,4.16661164159044,0.5231316481044204,0.9296661703117297,0.0,255.0,0.07514167127853282,0.0,254.0,254.0,255.0,255.0
case_00121,214.16580325311944,8728.413652681822,254.0,254.0,-1.8709854480684727,4.463654655898176,0.573845155784977,0.8425734279886574,0.0,255.0,0.07441607020553638,0.0,254.0,254.0,255.0,255.0
case_00122,211.79539159982173,9142.253273179187,254.0,254.0,-1.7781666639721927,4.127643072770291,0.5177111602172213,0.9208639468008109,0.0,255.0,0.07524893403073762,0.0,254.0,254.0,255.0,255.0
case_00123,215.0796007408645,8561.91017036206,254.0,254.0,-1.9096879784777643,4.608796931913195,0.628290536011754,0.7503562283827852,0.0,255.0,0.07409990252730264,0.0,254.0,254.0,254.0,254.0
case_00124,192.85567095588235,11948.87033870796,254.0,254.0,-1.2086780282116731,2.440524008930125,0.4946447876082063,0.9648969634970306,0.0,255.0,0.08263888415371028,0.0,254.0,254.0,254.0,254.0
case_00125,219.06348735516934,7855.829199026604,254.0,254.0,-2.0839807009494886,5.299434835487758,0.6351449401383626,0.7312026338506571,0.0,255.0,0.07275232236520472,0.0,254.0,254.0,254.0,254.0
case_00126,221.29834684157754,7457.007785778819,254.0,254.0,-2.1897861679811688,5.748168964609352,0.5728676135855917,0.8275288481075451,0.0,255.0,0.07201760735211653,0.0,254.0,254.0,255.0,255.0
case_00127,219.18176776960786,7837.868106673997,254.0,254.0,-2.088828198218871,5.319520045533699,0.6160045121600821,0.759406266231611,0.0,255.0,0.07271306191517601,0.0,254.0,254.0,254.0,254.0
case_00128,212.19621810940285,9061.487149360813,254.0,254.0,-1.7950565396563842,4.18748483826525,0.5795175537476687,0.8341911281289732,0.0,255.0,0.07510679310171461,0.0,254.0,254.0,254.0,254.0
case_00129,190.37088332776293,12271.380106659964,254.0,254.0,-1.1481644662068724,2.299124745917656,0.4803340944915592,0.9725940310315453,0.0,255.0,0.08371751589275199,0.0,2.0,254.0,255.0,255.0
case_00130,192.99760277406418,11939.809208392575,254.0,254.0,-1.2120027850609718,2.4485062124812975,0.47391315616432145,0.9822744054499708,0.0,255.0,0.0825781109269351,0.0,254.0,254.0,255.0,255.0
case_00131,194.39805439505352,11740.762870802511,254.0,254.0,-1.2477637655593765,2.535716994017619,0.5150110473628936,0.937461503198112,0.0,255.0,0.08198321480173598,0.0,254.0,254.0,254.0,254.0
case_00132,215.54686803698752,8487.113436373242,254.0,254.0,-1.9281659428523001,4.6791777326558845,0.5994106597615599,0.786909621051947,0.0,255.0,0.07393926710999298,0.0,254.0,254.0,254.0,254.0
case_00133,222.6945309714795,7176.888876471877,254.0,254.0,-2.264127118937027,6.076678904001142,0.6440463194688569,0.7431459297240396,0.0,255.0,0.07156609271446512,1.0,254.0,254.0,254.0,253.0
