SubjectId,GLCM_ASM_Mean,GLCM_Contrast_Mean,GLCM_Correlation_Mean,GLCM_SumOfSquaresVariance_Mean,GLCM_InverseDifferenceMoment_Mean,GLCM_SumAverage_Mean,GLCM_SumVariance_Mean,GLCM_SumEntropy_Mean,GLCM_Entropy_Mean,GLCM_DifferenceVariance_Mean,GLCM_DifferenceEntropy_Mean,GLCM_Information1_Mean,GLCM_Information2_Mean,GLCM_MaximalCorrelationCoefficient_Mean
case_00048,0.6896504723349943,144.45543971500499,0.9258225933190336,984.4222298941991,0.9622295187551759,500.338319246787,3793.233479861799,0.9412059652514349,1.0149927265622938,0.003360002525352365,0.39374884044140435,-0.5016154668817838,0.700607236515418,0.966087486096225
case_00049,0.7068688645910133,262.1245289614743,0.8928880714984657,1234.8149415921825,0.9629072492125973,498.2548292105276,4677.135237407278,0.9230103413231749,0.993652410243712,0.0033803691750892598,0.3915242905871582,-0.5080227316810778,0.6993509792957536,0.9699358265227164
case_00050,0.704518387935156,94.99754565713687,0.9494323100944585,961.0282034820798,0.9638988935537474,500.5138441750187,3749.115268271188,0.9032316183034029,0.9742095209778818,0.0033777731579954272,0.3788227060189676,-0.5025304257895301,0.6908107940493735,0.9515001623428788
case_00051,0.7755051206084372,40.61604140715285,0.9392851805891684,343.5985124656111,0.9728268388588177,505.44937775335035,1333.7780084552785,0.6939119202640227,0.7476703076242062,0.0034949057196395437,0.3046165973822129,-0.4867208278362462,0.6141508424512477,0.946991581281839
case_00052,0.741900712915183,144.57916532480544,0.8811466531319782,612.0786725381863,0.9662581202091436,503.3140868509791,2303.735524827946,0.7995954845354927,0.8649963104549383,0.0034145600682894362,0.3621737733374077,-0.4665957294780109,0.6369407377516805,0.9523881290672116
case_00053,0.6745742754345303,159.34944154223493,0.9223699808267383,1040.7912308494253,0.960391649010297,499.89062248957,4003.8154818554713,0.97645348910979,1.0535531032960277,0.0033370669346402346,0.40736033014430817,-0.5023249120349238,0.7100893231790243,0.9739016550047805
case_00054,0.7469452734226607,95.31177822158432,0.9576336408566993,1142.83048415939,0.9710290185609148,498.97411431303465,4476.010158415965,0.8141364199219571,0.870875080923837,0.0034748506461845952,0.3233522861624457,-0.5537656134561252,0.6962280561937162,0.9733793722327392
case_00055,0.7488633536612848,252.88934432250775,0.9192594072620229,1581.63562636963,0.9679559919023293,495.32401258146336,6073.653161156,0.8417299192325279,0.9023820938420862,0.0034482227740787884,0.35173833336772975,-0.5409442431995553,0.6968155177023919,0.9499388223227141
case_00056,0.619178283991046,73.56369894109106,0.9709382402615291,1286.7477355283324,0.9623566734267085,497.95203591415753,5073.427243172218,1.0987700787062493,1.173057036695593,0.0033550216788829977,0.38932129072877303,-0.5752141011961512,0.7812555119251805,1.0268465431871
case_00057,0.7104977179532028,103.32464645136452,0.9525011939866463,1100.296958522162,0.9623855596441782,499.36082086002693,4297.863187637295,0.8976484468069166,0.971506099697319,0.003358812653713811,0.38963778939858984,-0.48799299765118237,0.6796775260906541,0.9153756202959838
case_00058,0.705404513139073,110.38265405514062,0.9546530533575205,1234.7211401622917,0.9684885686403858,498.26766038744034,4828.501906594027,0.9145343431015692,0.9760911191799025,0.0034413586922344874,0.3442468485852477,-0.5695960398511246,0.7338018545634581,1.0042603493734794
case_00059,0.743083351537262,276.8322261542266,0.8947873906741961,1326.0199507353598,0.9664337808672061,497.46020137128255,5027.247576787219,0.8445787047441878,0.9077334257299368,0.0034297748284844976,0.36366381916816126,-0.5150748938863603,0.6814828408923509,0.9603659011909471
case_00060,0.7599731116699086,397.5994584670883,0.8416550912298866,1268.7935302672302,0.9652410203492312,497.91679557104936,4677.574662601835,0.8087682744835537,0.8730592117870865,0.003425376235790971,0.3749065600489756,-0.48382996999517147,0.6512728683204103,0.9276808101127951
case_00061,0.6328481169508565,59.028061590928395,0.9402951855656266,507.7107248894407,0.9703303767465102,504.32367087081843,1971.8148379668507,1.0036214300429536,1.0622719464950146,0.003462640451433238,0.32514215150572895,-0.6099521972453718,0.7760836891439726,1.0624945853514502
case_00062,0.78043854433313,133.59770383972932,0.8732821852631136,529.8541112645247,0.9761429442300769,503.9522651694876,1985.8187412183615,0.7013958843206877,0.747175648483313,0.003550391963920183,0.2806681776757683,-0.5492444600576026,0.6560427796897048,1.0235220794412987
case_00063,0.7212580816329562,175.74890099505697,0.9213209892888643,1128.2465446640663,0.9617814852327078,499.1112796770532,4337.237277661188,0.8795674931052173,0.9535121378900199,0.0033569772398808454,0.3976698604211735,-0.4754801729452906,0.6675554430682016,0.9108178755695391
case_00064,0.7341906017701092,144.537600652216,0.9586851027737302,1769.4337706036056,0.9661661298323602,493.759509642431,6933.197481762209,0.8766013990023899,0.9421666424099122,0.0034134384022513333,0.36235470568338635,-0.5372016129345196,0.7043843119900253,0.9238594238272125
case_00065,0.7074333635907125,156.93881588962498,0.9460716457888854,1473.677035384944,0.9615453451431293,496.2739110683216,5737.769325650161,0.927447586963921,1.0022072521092344,0.003352258656369858,0.39848025608410614,-0.5005266833789446,0.6963495175551169,0.9095693966066102
case_00066,0.7035678850548954,197.40360880819537,0.9297876169259351,1444.9073593151697,0.9591451522556643,496.50718204078134,5582.225828452481,0.9376928284910131,1.0165875961161328,0.0033241291169450824,0.416968034793597,-0.4868012167503727,0.6908140617399752,0.9094158170982514
case_00067,0.7556763913868589,124.28609880763086,0.9226926179150432,814.8357802431318,0.9676819593113947,501.6497088122321,3135.057022164896,0.7799530153251646,0.8431026102890166,0.003431695337866349,0.3513379485708896,-0.480399281038837,0.6408690010363324,0.9183774545878888
case_00068,0.6402729479906507,236.01388717649687,0.9303644468976159,1718.2503755274172,0.952007802480748,494.2988125304858,6636.987614933162,1.0965023206958493,1.1892035777399093,0.0032352155514412885,0.4680449457455029,-0.4912539543170157,0.7320409663501939,0.9373155157376009
case_00069,0.6423688529610453,201.01963988304468,0.9581567224601482,2434.9701903578166,0.9579368321723012,488.1894919043831,9538.861121548214,1.1185742136318404,1.2000365126178927,0.00330864581836644,0.4263552863758491,-0.5590202688817174,0.7769206908059564,0.9676506245992572
case_00070,0.6516319980288987,155.54180675722407,0.9614697607316772,2038.1186412390687,0.9583788908787819,491.5861268830365,7996.932758199069,1.0800952867924722,1.1612939308322192,0.0033105880112858058,0.4209328041843618,-0.543700870777959,0.7594466094084876,0.959392177249828
case_00071,0.7687364234852035,338.91339299280503,0.8986943844635324,1691.994167020826,0.9684231952670239,494.3747797613544,6429.063275090512,0.8011612466966951,0.8595170966608328,0.003463471572439044,0.34782968497430894,-0.5290012541185614,0.6767590924567942,0.928044271109009
case_00072,0.6847674288643255,211.7547028531133,0.9445089759122313,1956.2569570269402,0.9625204689209581,492.24540464783973,7613.273125254643,1.006133476326624,1.0784666714761664,0.0033703229239533043,0.3933516193355999,-0.5560347797142906,0.7496424065422655,0.9728679705055565
case_00073,0.7478624940940161,238.354331961427,0.9005654199383848,1239.2770934070884,0.9643589770879439,498.16915021634316,4718.754041666937,0.8272870465090633,0.8958222492436655,0.003397734422839733,0.38009761793355057,-0.48177274979474427,0.6559852680392797,0.8957999011140958
case_00074,0.6954777974959152,300.07943484442325,0.9055707211730902,1614.900349220063,0.9631811388648899,495.1110778518895,6159.521962035835,0.9699702355370731,1.039433375794386,0.003388005565501862,0.38911629008057286,-0.5426790969480377,0.7318109345389922,0.9851192675788293
case_00075,0.7073675875187553,177.29615230080935,0.9168141102962148,1088.1715379143284,0.9654445023687214,499.47342152426427,4175.389999356528,0.90893716042181,0.9756261910422481,0.0034064136884794714,0.3699967450430552,-0.5280469225270485,0.7077321223553792,0.9848505223211446
case_00076,0.7246234723205897,243.02450248826446,0.929360892072653,1731.5825307453274,0.9633120102708902,494.0888930963156,6683.305620493061,0.9050445673705588,0.9752135598499512,0.00338424462981493,0.3872414065452687,-0.5189532926344416,0.7012775113363816,0.9210793601235185
case_00077,0.7117697247291317,261.1906843093559,0.8861455625686475,1171.79555053629,0.9649005622726587,498.77980476890605,4425.991517835787,0.9086383262641872,0.9751154441144887,0.003407238680435992,0.37577136602650046,-0.5226343467868366,0.7040175805912466,0.983072076452732
case_00078,0.6874245178649688,125.78044044259549,0.8997435419808179,638.5423970638832,0.9618252550221082,503.1644396133243,2428.389147812926,0.9217755549027753,0.9965681538191729,0.0033530850890167935,0.39554632216244223,-0.47849872645777214,0.6802281706594673,0.9639909431951061
case_00079,0.7261477022876417,277.2797249467595,0.8854952212131805,1277.9796269287444,0.9618942747951725,497.8752842266777,4834.638782768224,0.8813766856138769,0.9543557047525438,0.003368590298675234,0.3990658913369571,-0.47933368847123614,0.6689236373956325,0.9126970418467963
case_00080,0.6708632281652349,89.10556283723143,0.9672367632200994,1389.1037199207365,0.9613677651507947,497.01946810901933,5467.309316845703,1.0001224807395017,1.0761375900014893,0.0033436671453390934,0.39680362048591855,-0.5328632699681832,0.7345534370572209,0.9684325330045875
case_00081,0.6807406535364974,121.6501989309177,0.9271717356477214,847.8543338054067,0.9675462133705464,501.47966936672816,3269.767136290721,0.9442175242991445,1.0076864771574534,0.003429622645304577,0.35229983127099174,-0.5606829950236769,0.7361232023410562,1.0249399887962414
case_00082,0.7776366828299216,184.2094114534047,0.9418359072451505,1611.0985779276166,0.9730970151529011,495.0480715325517,6260.184900257081,0.7674217665210448,0.8188818058046471,0.0035126606749029234,0.3081167649631122,-0.5728482128981486,0.6929240057752704,0.9542522460212969
case_00083,0.7082759019711181,73.3748868476111,0.8954715406649869,358.85506762185383,0.9675075021048317,505.40460420992935,1362.0453836398128,0.84917291104486,0.9132312438044968,0.00342461226255424,0.349996991565636,-0.5016587798628743,0.673986791376482,0.994677852961951
case_00084,0.6868419766993193,159.23223636953065,0.9010498087771465,818.8077688642722,0.9595101012536262,501.6914736421578,3115.9988390875537,0.9379249546367939,1.016809609243618,0.003325249542111774,0.4139410086117652,-0.467776688277291,0.6782552715914203,0.9543358539532849
case_00085,0.7416371223134858,121.49306545345007,0.9590410184064602,1524.8475131147122,0.9692762555028944,495.8092655259917,5977.896987005388,0.847872519245134,0.9075764987689688,0.0034531964912957384,0.33802860699730003,-0.5616731268990619,0.7112031692127183,0.9619270097843888
case_00086,0.7288395231500098,255.98135667548803,0.9475334018357577,2468.758389392985,0.9652114426206228,487.7887378367822,9619.05220089646,0.9208396601256523,0.9868067356885656,0.003410723679530044,0.3738194800856631,-0.5635724961253985,0.7330478273526293,0.9173263345480626
case_00087,0.6403642575890658,91.30103889832019,0.9639124641789439,1282.5601929135182,0.9625918966187139,497.95534066490956,5038.939732755756,1.0563120028294153,1.1298882478185042,0.0033603900903497997,0.3874937159275961,-0.5651945733778739,0.7656977423753671,1.0144350119592302
case_00088,0.8354803412881003,103.51852828912595,0.9730735764796287,1967.127963204562,0.983945967127479,491.9818821635108,7764.993324529122,0.6125683358425495,0.6433632165687594,0.003659850365621055,0.20681311651533146,-0.673173612012967,0.6917183759313605,0.9704041329414799
case_00089,0.6980965014798248,68.44362009894529,0.9597471600141547,856.8668093438106,0.9692761233423967,501.3851221790273,3359.023617276286,0.9040775812378132,0.9645746469560342,0.0034481351723178147,0.33586954341759095,-0.564984052123087,0.727895969440336,1.015941956916883
case_00090,0.7356439578705529,132.15993366488004,0.9532640321128374,1426.3698163033991,0.9679684078938091,496.6348975820974,5573.31933154873,0.8584443645100424,0.9207880953274094,0.003436594431587029,0.3486658612673689,-0.54061560949965,0.701292452691649,0.9448480037990392
case_00091,0.6589199821890451,375.39484140127064,0.8825068642495454,1606.6912514756975,0.9612342921319557,495.2335797628565,6051.370164501512,1.0529175981776038,1.1250883003185101,0.0033689224284338655,0.4050779745751432,-0.5552236880619256,0.7589912538509362,1.0259262330405345
case_00092,0.6313724329482912,290.30588407634195,0.9287055815805068,2059.4175591793346,0.9545073425508849,491.422379805242,7947.364352640982,1.1311170410725178,1.2179511449059106,0.003272432147017879,0.4522920307162378,-0.5303153637630178,0.7626338772247083,0.9737064197359094
case_00093,0.7358748584461904,165.83395895815255,0.898306353806338,824.3488868248515,0.9654544514392325,501.59748815079644,3131.5615883412584,0.8284387227535255,0.8951165910453488,0.0034056553897911807,0.3690964956903232,-0.47787891089288964,0.6531148403060925,0.9353872081398198
case_00094,0.7177350501680878,34.12830637160999,0.9766219202632386,751.2279073150846,0.966977792636546,502.21557834382634,2970.783322888733,0.8542013521136477,0.9197867107217038,0.003413935285332302,0.3512716697819772,-0.5136943743828895,0.6830420790521765,0.9607812048603204
case_00095,0.7383303033164619,113.17521424163813,0.9062061833476261,618.83261509937,0.9649068902021375,503.2609372285349,2362.155246155849,0.8067761411363299,0.8754459688498752,0.003392980858924083,0.372050391892783,-0.4549950014793679,0.6323794304925919,0.9229897133434677
case_00096,0.7414361385558301,352.5854906144615,0.8878531282357677,1589.3958459198946,0.9649128504900388,495.262795318458,6004.997893065138,0.8643214512338585,0.9296346034369307,0.0034164067577690453,0.37685900539796735,-0.513667122800499,0.686486694392731,0.9408990460683577
case_00097,0.7013567920790348,247.53701700266896,0.9307120208884666,1819.7006023371198,0.9630852696483223,493.3777681128414,7031.265392345837,0.9642164767085888,1.034523075989274,0.0033814067247568223,0.389449734427846,-0.5436260304176491,0.7318052321314455,0.9643277808319591
case_00098,0.7105496705234647,315.59186587446726,0.9330558387221619,2369.85092292018,0.9622412170741398,488.6618354103067,9163.811825806268,0.9652042696726801,1.0369167150489598,0.0033764728268403108,0.3982196049493216,-0.5416402140981839,0.7314597702134585,0.9201167076003782
case_00099,0.6900566321964904,253.39024476358372,0.9545878482860428,2825.582695862923,0.9616171972018892,484.7309886128271,11048.940538688108,1.0257399349857383,1.0988888544688582,0.003362288008702564,0.4005418490222754,-0.5783201635544784,0.767286521869843,0.9484478827328758
case_00100,0.6880248538259247,169.72419049526374,0.9423093952806378,1490.5180551595001,0.962479806613879,496.1549803965871,5792.34803014273,0.9740198627852368,1.0468474871760882,0.003365689187163865,0.3924977363473616,-0.5287452817615722,0.7257724137800188,0.9634386629551549
case_00101,0.7705735852086902,104.7133520164407,0.9469801510281551,1004.0499970079126,0.9667840062708334,500.07931391557605,3911.4866360152196,0.7517454209072512,0.8166988848005734,0.003417508649002035,0.35732370733183483,-0.4651553027948382,0.6228544191549504,0.8541955721874174
case_00102,0.7218245332707697,185.31697331911465,0.9380701145919292,1515.0367629301227,0.9663391848966378,495.9106151907593,5874.830078401397,0.8987045260538111,0.9636617268985889,0.0034191853000411993,0.36375225603821726,-0.5406816083059914,0.7131841718656955,0.9626144006686844
case_00103,0.7734624892418215,245.12031847075608,0.8969426249683953,1201.7992739241672,0.9696718795557968,498.45750663482517,4562.07677722592,0.764611164505163,0.8217889902402765,0.003471103470857515,0.33736827022457455,-0.5133164342758353,0.6562689923369877,0.9390728535517207
case_00104,0.6393658495528272,250.70581451562566,0.9234594412107053,1672.3158814573158,0.9512835904812724,494.6740278010721,6438.5577113136305,1.0935449129562655,1.1883598903503336,0.0032273031945829946,0.4743135787037137,-0.47919421291732733,0.7236545404763072,0.927921037207873
